Toserba,161.175.000,20.600.000,1,2013,?pm=a1TwIwjKOuQoLOGHjvKO/A==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 161.175.000,00 Juta","Rp. 20.600.000,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 83,00 Juta",6
Pengepul Barang Bekas,152,470,2,2012,?pm=xB3sN0/L2IZ8xZqH8ebrSw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Usaha Dagang (UD),2,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 152,00 Juta","Rp. 470,00 Juta",10 %/Tahun,"Rp. 0,00 Juta","Rp. 0,00 Juta",6
Cellular,44,96,1,2011,?pm=AJKS3cEFI96xsNeEXcGuZA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 44,00 Juta","Rp. 96,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 207,00 Juta",5
Depot Air Minum,"23,5",72,1,2011,?pm=2wIAdxgU7NXruuO5V8azXw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 23,50 Juta","Rp. 72,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 254,00 Juta",5
Dagang Kelontongan,"14,5",216,1,2011,?pm=U2+gM6nKtke97z40OhSo8A==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 14,50 Juta","Rp. 216,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 40,00 Juta",4
Dagang Kelontongan,"7,3",120,1,2011,?pm=X/j5ShAJvZFaoXW5sm1TCQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 7,30 Juta","Rp. 120,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 140,00 Juta",6
Warung Kelontongan Dan  Pulsa,35,240,1,2011,?pm=1pC3uKYgc2F3pDgevRbb2A==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 35,00 Juta","Rp. 240,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 43,00 Juta",5
Dagang Kelontongan,27,270,1,2011,?pm=3PSgPdYQURppXk7AGwG3ig==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 27,00 Juta","Rp. 270,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 244,00 Juta",5
Jual Manisan,"63,5",26,2,2011,?pm=4lI0kODB075BAyFM6BoHkg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 63,50 Juta","Rp. 26,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 220,00 Juta",5
Dagang Alat Pertanian,"46,5","148,8",2,2010,?pm=+oT6Kd49BcPf1KvVmNMFXw==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail dan Distributor,"Tidak Ada   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 46,50 Juta","Rp. 148,80 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 105,00 Juta",5
Dagang Jajanan Pasar,11,"118,8",1,2010,?pm=NCQS+ZgjIogup5HYhqzJUg==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Tidak Ada   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 11,00 Juta","Rp. 118,80 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 177,00 Juta",5
Dagang Pakaian,87,156,1,2010,?pm=Pd+aaAsPN776Zr0zcsQyJg==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 87,00 Juta","Rp. 156,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 110,00 Juta",5
Dagang Kelontongan,23,216,1,2010,?pm=hb8vec4ZzjU+ezu6Hi/3xw==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 23,00 Juta","Rp. 216,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 126,00 Juta",7
Dagang Buah,20,216,1,2010,?pm=xx4r6bwSocsvMcCYEKf9Qg==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 20,00 Juta","Rp. 216,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 60,00 Juta",4
Dagang Pakain,38,177,1,2010,?pm=e8CcqBQ7gwLuSm2KekEQKQ==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 38,00 Juta","Rp. 177,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 70,00 Juta",5
Dagang Ayam,23,540,1,2010,?pm=2lxHSCN5AQ28QBGYHasOLg==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 23,00 Juta","Rp. 540,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 265,00 Juta",5
Dagang Ayam Potong,"7,3",288,1,2010,?pm=XgaL1rPzPfDYl5MhUpwvHg==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %",Sedang,"Rp. 7,30 Juta","Rp. 288,00 Juta",20 %/Tahun,"Rp. 5,00 Juta","Rp. 117,00 Juta",6
Dagang Sembako,27,372,1,2010,?pm=8DNbJulRc6A5uJHCt8CBQQ==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 27,00 Juta","Rp. 372,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 113,00 Juta",7
Dagang Sepatu,"17,8",100,1,2010,?pm=2eVyC+ovQiGMst1jEESQ3g==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 17,80 Juta","Rp. 100,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 174,00 Juta",6
Dgang Buah,"9,5","82,5",1,2010,?pm=Rv+snbBqRwwOrVKa3Lwx1A==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 9,50 Juta","Rp. 82,50 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 106,00 Juta",4
Dagang Aksesoris Dan Mainan,10,105,1,2010,?pm=k+5noy3WqV48ZiZZRpNRFw==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 10,00 Juta","Rp. 105,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 56,00 Juta",5
Toko Sembako,119,960,1,2010,?pm=JoVl3MV+HvK4lMOrvPulSQ==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Tinggi,"Rp. 119,00 Juta","Rp. 960,00 Juta",15 %/Tahun,"Rp. 10,00 Juta","Rp. 300,00 Juta",5
Warung Sembako,"57,5",294,2,2011,?pm=BS0/7P0nAQZ/bFQ09bOe/A==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 57,50 Juta","Rp. 294,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 33,00 Juta",6
Penjahit,55,72,2,2013,?pm=+T+2z/UDq9x+KZ4yGez7Bg==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail,"Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Rendah,"Rp. 55,00 Juta","Rp. 72,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 130,00 Juta",5
Toko,320,180,2,2013,?pm=knHAJisASl62UpOvjBL2uA==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 320,00 Juta","Rp. 180,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 7,00 Juta",4
Toko,130,420,3,2013,?pm=wiNbKt3UeHLL0iRQ9zQ2Og==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 130,00 Juta","Rp. 420,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 12,00 Juta",4
Toko,12,173,1,2013,?pm=96fQt9znnXpvBujH6Prwyg==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 12,00 Juta","Rp. 173,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 10,00 Juta",4
Isi Ulang Air Galon,"283,5",144,2,2013,?pm=oxEZS0i5V2dwxRrFTrtYPA==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 283,50 Juta","Rp. 144,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 125,00 Juta",5
Toko Perlengkapan Rumah Tangga,20,"174,2",1,2010,?pm=YNb4bjgK/zJoddwn4Y9N/w==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 20,00 Juta","Rp. 174,20 Juta",10 %/Tahun,"Rp. 7,50 Juta","Rp. 0,00 Juta",3
Counter Handphone,78,780,1,2010,?pm=KG8BspIHFFmqnrzBUNPbPw==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 78,00 Juta","Rp. 780,00 Juta",10 %/Tahun,"Rp. 0,00 Juta","Rp. 10,00 Juta",5
Soto,25,312,2,2010,?pm=xPe+KhJR0C6h7ULU4BngrA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail,"Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Sedang,"Rp. 25,00 Juta","Rp. 312,00 Juta",10 %/Tahun,"Rp. 0,00 Juta","Rp. 4,00 Juta",5
Toko Kelontong,391,360,1,2010,?pm=TmCQjhfqgSbvzonAKbsOLw==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 391,00 Juta","Rp. 360,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 357,00 Juta",7
Toko Kelontong,"61,5",450,1,2010,?pm=x8TbrF9ACQCY2EPH3jJxPg==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 61,50 Juta","Rp. 450,00 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 357,00 Juta",6
Jahit Dan Textile,"43,5",270,3,2010,?pm=ZPwvrb9NgdqM7q65j/247w==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,3,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 43,50 Juta","Rp. 270,00 Juta",25 %/Tahun,"Rp. 10,00 Juta","Rp. 162,00 Juta",5
Reparasi Jok Motor,"16,5",108,1,2010,?pm=0pcs0m6lZMEaB/R2lRN4ig==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 16,50 Juta","Rp. 108,00 Juta",25 %/Tahun,"Rp. 10,00 Juta","Rp. 4,00 Juta",4
Bengkel Las Alumunium,"79,5",168,4,2010,?pm=ZKCDUrl75r65zsyakCqjDw==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,4,Retail,"Tidak Ada   0,00 %","Tidak Ada   100,00 %",Sedang,"Rp. 79,50 Juta","Rp. 168,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 50,00 Juta",5
Bengkel Ban,55,270,2,2010,?pm=FbcfH7yZoj2bbzSBhZREYg==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 55,00 Juta","Rp. 270,00 Juta",25 %/Tahun,"Rp. 10,00 Juta","Rp. 3,00 Juta",4
Toko Jamu,"31,5",108,2,2010,?pm=MP7K2EtPOCzLtx/QBs2Y7w==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %",Sedang,"Rp. 31,50 Juta","Rp. 108,00 Juta",25 %/Tahun,"Rp. 5,00 Juta","Rp. 0,00 Juta",3
TRANSAKSI PULSA,2,63,1,2011,?pm=j4Dz1VZut4dYtn2uHf6CCA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Sedang,"Rp. 2,00 Juta","Rp. 63,00 Juta",30 %/Tahun,"Rp. 5,00 Juta","Rp. 140,00 Juta",2
Toko,23,180,2,2013,?pm=LvmwRqr5oaUdtuexZ8vlSA==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Usaha Dagang (UD),2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 23,00 Juta","Rp. 180,00 Juta",30 %/Tahun,"Rp. 7,00 Juta","Rp. 800,00 Juta",5
Warung Makan,"10,4",400,3,2013,?pm=Mb55eO7lMgHXwd9JNYGuGw==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 10,40 Juta","Rp. 400,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 9,00 Juta",4
Toko,17,216,1,2013,?pm=HLyne6UWm6TEragXinOSOQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 17,00 Juta","Rp. 216,00 Juta",8 %/Tahun,"Rp. 10,00 Juta","Rp. 80,00 Juta",5
Fotocopy,"59,25",144,1,2010,?pm=gE/5+cJIob7Xn4EeeY82bA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 59,25 Juta","Rp. 144,00 Juta",25 %/Tahun,"Rp. 10,00 Juta","Rp. 7,00 Juta",6
